Design,Recipe,Nodes,Levels,Iterations
max_orig.bench,"rs -K 4 -N 1;rs -K 12;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3; rwz;rwz; b;rs -K 4 -N 1; rfz;rwz; rwz;rs -K 6 -N 3",2831,161,9
max_orig.bench,"rs -K 4 -N 1;rs -K 12;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3; rwz;rwz; b;rs -K 4 -N 1; rfz;rs -K 8; rwz;rs -K 6 -N 3",2831,160,11
max_orig.bench,"rs -K 4 -N 1;rs -K 12;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3; rwz;rwz; b;rs -K 4 -N 1; rfz;rs -K 8; rwz;rs -K 6 -N 3",2831,160,11
max_orig.bench,"rs -K 4;rs -K 12;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3; rwz;rwz; b;rs -K 4 -N 1; rfz;rs -K 8; rwz;rs -K 6 -N 3",2831,160,11
max_orig.bench,"rs -K 4;rs -K 12;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3; rwz;rwz;rs -K 6 -N 2;rs -K 4 -N 1; rfz;rs -K 8; rwz;rs -K 6 -N 3",2828,202,11
max_orig.bench,"rs -K 4;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3; rwz;rwz;rs -K 6 -N 2;rs -K 4 -N 1; rfz;rs -K 8; rwz;rs -K 6 -N 3",2828,202,11
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3; rwz;rwz;rs -K 6 -N 2;rs -K 4 -N 1; rfz;rs -K 8; rwz;rs -K 6 -N 3",2828,202,11
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3;rs -K 16 -N 3;rwz;rs -K 6 -N 2;rs -K 4 -N 1; rfz;rs -K 8; rwz;rs -K 6 -N 3",2845,178,16
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3;rs -K 16 -N 3;rwz;rs -K 6 -N 2;rs -K 4 -N 1; rfz;rs -K 8;rs -K 16;rs -K 6 -N 3",2840,197,14
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2; rw;rs -K 16 -N 3;rf;rwz;rs -K 6 -N 2;rs -K 4 -N 1; rfz;rs -K 8;rs -K 16;rs -K 6 -N 3",2840,197,14
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 3;rs -K 12 -N 2; rs -K 8 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rwz;rs -K 6 -N 2;rs -K 4 -N 1; rfz;rs -K 8;rs -K 16;rs -K 6 -N 3",2842,197,14
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 12 -N 2; rs -K 8 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rwz;rs -K 6 -N 2;rs -K 4 -N 1; rfz;rs -K 8;rs -K 16;rs -K 6 -N 3",2842,197,14
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 12 -N 2; rs -K 8 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rwz;rs -K 6 -N 2;rs -K 4 -N 1;rwz;rs -K 8;rs -K 16;rs -K 6 -N 3",2835,277,4
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 12 -N 2;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rwz;rs -K 6 -N 2;rs -K 4 -N 1;rwz;rs -K 8;rs -K 16;rs -K 6 -N 3",2835,277,4
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 12 -N 2;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rwz;rs -K 6 -N 2;rs -K 6 -N 2;rwz;rs -K 8;rs -K 16;rs -K 6 -N 3",2835,277,4
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 14;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rwz;rs -K 6 -N 2;rs -K 6 -N 2;rwz;rs -K 8;rs -K 16;rs -K 6 -N 3",2835,277,4
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 14;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rwz;rs -K 6 -N 2;rs -K 6 -N 2;rwz;rs -K 8;rs -K 16;rs -K 12 -N 1",2835,277,4
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rwz;rs -K 6 -N 2;rs -K 6 -N 2;rwz;rs -K 8;rs -K 16;rs -K 12 -N 1",2835,277,4
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rs -K 16 -N 3;rs -K 6 -N 2;rs -K 6 -N 2;rwz;rs -K 8;rs -K 16;rs -K 12 -N 1",2825,285,5
max_orig.bench,"rs -K 8;rs -K 16 -N 1;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rs -K 16 -N 3;rs -K 6 -N 2;rs -K 6 -N 2;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2825,285,5
max_orig.bench,"rs -K 8;rs -K 8;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rs -K 16 -N 3;rs -K 6 -N 2;rs -K 6 -N 2;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2825,285,5
max_orig.bench,"rs -K 8;rs -K 8;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rs -K 16 -N 3;rs -K 6 -N 2;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2825,285,5
max_orig.bench,"rs -K 8;rs -K 8;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rs -K 10 -N 1;rs -K 6 -N 2;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2825,285,5
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rs -K 10 -N 1;rs -K 6 -N 2;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2825,285,5
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 14 -N 3;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rs -K 14 -N 2;rs -K 6 -N 2;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2825,285,5
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 16 -N 3;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rs -K 14 -N 2;rs -K 6 -N 2;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2825,285,5
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rfz;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rf;rs -K 14 -N 2;rs -K 6 -N 2;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2857,192,13
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rfz;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rs -K 6 -N 2;rs -K 14 -N 2;rs -K 6 -N 2;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2857,192,13
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rfz;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rs -K 6 -N 2;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2861,197,10
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 4 -N 1;rs -K 4 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rs -K 6 -N 2;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2857,192,13
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 4 -N 1;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rs -K 6 -N 2;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2857,192,13
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 2;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;rs -K 6 -N 2;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2857,192,13
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8 -N 2;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2832,171,7
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 4;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 8;rs -K 12;rs -K 12 -N 1",2832,171,7
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 4;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 8;rs -K 12;rwz",2832,153,8
max_orig.bench,"rs -K 8;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 4 -N 2;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 8;rs -K 12;rwz",2832,153,8
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 4 -N 2;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 8;rs -K 12;rwz",2832,153,8
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 4 -N 2;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 12;rwz",2832,153,8
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 4 -N 2;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 12;rwz",2832,153,8
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 4 -N 2;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rwz",2832,153,8
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rwz",2832,153,8
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8;rs -K 6 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rwz",2832,153,8
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8;rw;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rwz",2832,153,8
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8;rs -K 10 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rwz",2832,153,8
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 8;rs -K 10 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 6 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rs -K 10 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rs -K 10 -N 3;rs -K 12 -N 2;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 16;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rs -K 10 -N 3;rs -K 10;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 12 -N 2;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rs -K 10 -N 3;rs -K 10;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 12 -N 2;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rs -K 10 -N 3;rs -K 10;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 10 -N 2;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 12 -N 2;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rs -K 10 -N 3;rs -K 10;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 16;rwz;rs -K 4 -N 3;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 12 -N 2;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rs -K 10 -N 3;rs -K 10;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 16;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 12 -N 2;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rs -K 10 -N 3;rs -K 10;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 10 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rs -K 10 -N 3;rs -K 10;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 10 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rw;rs -K 10;rs -K 6 -N 2;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 10 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rw;rs -K 10;rs -K 6 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 10 -N 2;rs -K 10 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rw;rs -K 10;rs -K 6 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 8 -N 3",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 16 -N 1;rs -K 10 -N 1;rs -K 16 -N 1;rs -K 8 -N 2;rs -K 10 -N 2;rw;rs -K 10;rs -K 6 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 8 -N 3",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 16 -N 1;rs -K 10 -N 1;rs -K 4;rs -K 8 -N 2;rs -K 10 -N 2;rw;rs -K 10;rs -K 6 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 8 -N 3",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 16 -N 1;rs -K 10 -N 1;rs -K 4;rs -K 8 -N 2;rs -K 12;rw;rs -K 10;rs -K 6 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 8 -N 3",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 16 -N 1;rs -K 10 -N 1;rs -K 4;rs -K 8 -N 2;rs -K 12;rw;rs -K 10;rs -K 6 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4 -N 3",2832,171,7
max_orig.bench,"rs -K 12 -N 1;rs -K 16 -N 1;rs -K 10 -N 1;rs -K 4;rs -K 12 -N 3;rs -K 12;rw;rs -K 10;rs -K 6 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4 -N 3",2832,171,7
max_orig.bench,"rs -K 4 -N 2;rs -K 16 -N 1;rs -K 10 -N 1;rs -K 4;rs -K 12 -N 3;rs -K 12;rw;rs -K 10;rs -K 6 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4 -N 3",2832,171,7
max_orig.bench,"rs -K 4 -N 2;rs -K 16 -N 1;rs -K 10 -N 1;rs -K 4;rs -K 12 -N 3;rs -K 12;rw;rs -K 10;rs -K 10 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4 -N 3",2832,171,7
max_orig.bench,"rs -K 4 -N 2;rs -K 14 -N 1;rs -K 10 -N 1;rs -K 4;rs -K 12 -N 3;rs -K 12;rw;rs -K 10;rs -K 10 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4 -N 3",2832,171,7
max_orig.bench,"rs -K 4 -N 2;rs -K 14 -N 1;rs -K 10 -N 1;rs -K 4;rs -K 12 -N 3;rs -K 12;rw;rs -K 10;rs -K 10 -N 1;rs -K 16 -N 3;b;rs -K 8;rfz;rs -K 14 -N 2;rwz;rs -K 4;rs -K 4 -N 3;rs -K 4 -N 3",2832,171,7
